Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club
2000,170000,J. Williams,19,England,55,70,Wycombe Wanderers
5000,190000,W. Randall,20,England,55,69,Forest Green
1000,120000,P. Omombe,22,France,55,61,Paris FC
3000,130000,A. Alkhaibari,20,Saudi Arabia,55,65,Al Shabab
1000,110000,M. Battistoni,22,Italy,55,62,Ternana
2000,110000,K. Lynge,26,Denmark,55,58,Hobro IK
3000,180000,C. Kahraman,18,Turkey,55,75,1. FC Union Berlin
1000,150000,K. Chor__ka,18,Poland,55,74,Wis_a Kraków
1000,150000,A. Edwards,19,England,55,68,Charlton Athletic
1000,80000,M. Ludden,27,Republic of Ireland,55,56,Galway United
1000,190000,F. Ross,19,Scotland,55,71,Aberdeen
2000,110000,R. Boot,22,England,55,65,Port Vale
1000,180000,J. Moder,18,Poland,55,75,Lech Pozna_
2000,160000,C. Senior,20,England,55,67,Colchester United
1000,190000,K. Muskwe,19,England,55,70,Rotherham United
2000,200000,J. Nuttall,20,England,55,71,Blackburn Rovers
4000,110000,A. Palmer,20,England,55,65,West Bromwich Albion
2000,140000,S. Hernández,20,Mexico,55,68,Club Atlas
1000,30000,N. Ishikawa,36,Japan,55,55,F.C. Tokyo
2000,110000,R. Fitzsimons,23,Republic of Ireland,55,65,Notts County
1000,160000,K. Kearney,17,Northern Ireland,55,70,Rochdale
1000,80000,C. Winn,25,England,55,58,Galway United
1000,120000,J. Ritter,22,Denmark,55,65,FC Helsingør
1000,100000,A. Kapp,22,United States,55,64,Minnesota Thunder
1000,140000,H. Kalala,19,DR Congo,55,67,Hobro IK
1000,150000,T. Haraldsson,20,Iceland,55,65,Halmstads BK
2000,150000,Jordi Ortega,22,Spain,55,66,Córdoba CF
1000,90000,D. McNulty,26,Northern Ireland,55,58,Finn Harps
4000,120000,J. Bennett,21,England,55,65,Sheffield United
3000,120000,J. Meza,23,Mexico,55,61,Club Tijuana
1000,80000,F. Urraburo,26,Argentina,55,59,San Martín de San Juan
1000,100000,M. Allan,21,Scotland,55,61,Dundee FC
1000,190000,T. Tanaka,19,Japan,55,74,Kashima Antlers
1000,90000,H. Fukushima,24,Japan,55,62,Urawa Red Diamonds
1000,110000,S. Rengifo,22,Colombia,55,62,Envigado FC
2000,110000,S. Tuton,26,England,55,57,Barnsley
1000,120000,O. Brennan,21,Republic of Ireland,55,64,Bohemian FC
1000,130000,C. Huérfano,21,Colombia,55,63,CD Los Millionarios Bogota
1000,130000,F. Sule,20,Republic of Ireland,55,65,Bohemian FC
1000,80000,Yun Pyeong Gook,25,Korea Republic,55,60,GwangJu FC
1000,200000,R. Guitane,18,France,55,76,Le Havre AC
2000,160000,Robert Sanchez,19,Spain,55,73,Brighton & Hove Albion
8000,160000,S. Kinsella,18,Republic of Ireland,55,68,Dundalk
1000,70000,S. Tracy,28,Republic of Ireland,55,55,Limerick FC
1000,130000,Ahn Sang Min,22,Korea Republic,55,63,Gangwon FC
1000,170000,H. Noda,19,Japan,55,70,Gamba Osaka
2000,130000,A. Qollaku,20,Switzerland,55,66,Grasshopper Club Zürich
1000,160000,S. Sissoko,18,France,55,70,Tours FC
2000,180000,J. Ponticelli,18,England,55,75,Coventry City
1000,180000,P. Pusic,18,Switzerland,55,76,Grasshopper Club Zürich
1000,160000,N. Berchtold,17,Switzerland,55,77,FC Sion
1000,170000,Y. Tatsuta,19,Japan,55,70,Shimizu S-Pulse
1000,130000,D. Oko,20,Poland,55,65,Zag__bie Lubin
1000,130000,J. Lundberg,19,Sweden,55,64,Örebro SK
3000,120000,M. Attiyah,25,Saudi Arabia,55,60,Ohod Club
5000,190000,K. Gordon,19,England,55,70,Swindon Town
3000,200000,C. Oduor,18,England,55,78,Leeds United
1000,80000,M. Cassara,25,France,55,60,GFC Ajaccio
1000,130000,L. Bruno,20,Italy,55,65,Vercelli
1000,130000,C. Deasy,20,Republic of Ireland,55,66,Drogheda United
3000,110000,M. Biamou,26,France,55,58,Coventry City
1000,160000,L. Davies,17,England,55,75,Cambridge United
1000,180000,K. Finn,18,England,55,75,Coventry City
4000,120000,P. Rooney,20,Republic of Ireland,55,65,Millwall
3000,180000,J. Earing,18,England,55,70,Bolton Wanderers
1000,130000,R. Buchanan,21,Scotland,55,62,Heart of Midlothian
1000,150000,B. Banda,19,South Africa,55,66,Finn Harps
1000,140000,M. Nanizayamo,19,France,55,67,Tours FC
1000,100000,A. Fukumori,24,Japan,55,60,Hokkaido Consadole Sapporo
1000,130000,A. Ajdarevi_,19,Albania,55,63,Örebro SK
1000,140000,V. Venditti,20,Italy,55,68,Ascoli
6000,200000,C. Vernam,20,England,55,69,Derby County
2000,140000,Kim Jong Seok,22,Korea Republic,55,65,Pohang Steelers
1000,110000,B. Sowe,20,Sweden,55,63,AFC Eskilstuna
1000,90000,E. Sivertsen,26,Norway,55,57,Kristiansund BK
1000,110000,J. Bruhns,18,Germany,55,67,SC Fortuna Köln
1000,140000,P. Kapp,19,Germany,55,67,FC Sochaux-Montbéliard
1000,170000,S. Spahiu,17,Belgium,55,71,Royal Excel Mouscron
1000,160000,A. Galens,19,Belgium,55,70,KV Kortrijk
1000,150000,A. Bonilla,19,Colombia,55,68,Tigres FC
1000,180000,M. Hoxha,17,Belgium,55,74,KV Kortrijk
1000,50000,K. Tanno,31,Japan,55,55,Cerezo Osaka
5000,130000,R. Al Mousa,22,Saudi Arabia,55,63,Al Taawoun
1000,130000,R. Sallinger,21,Austria,55,67,Wolfsberger AC
1000,160000,Ahn Joon Soo,19,Korea Republic,55,70,Cerezo Osaka
1000,30000,T. Torske,33,Norway,55,55,Kristiansund BK
1000,130000,L. Mfeka,23,South Africa,55,63,San Jose Earthquakes
1000,170000,C. Paez,19,Colombia,55,70,Envigado FC
1000,110000,I. Varone,24,Italy,55,59,Ternana
2000,90000,D. Vambolt,22,Russia,55,61,Amkar Perm
3000,90000,A. Al Amri,22,Saudi Arabia,55,61,Al Ittihad
2000,150000,D. Doronin,19,Russia,55,68,Arsenal Tula
1000,100000,G. Jarl,22,Sweden,55,62,AFC Eskilstuna
1000,110000,L. Gallagher,22,Republic of Ireland,55,62,Drogheda United
1000,180000,E. Race,20,Norway,55,71,Stabæk Fotball
5000,180000,E. Pierce,18,Republic of Ireland,55,72,West Bromwich Albion
3000,160000,M. Adamonis,20,Lithuania,55,69,Salernitana
2000,170000,C. Olesen,21,Denmark,55,68,SønderjyskE
1000,150000,S. Nombe,18,England,55,67,Milton Keynes Dons
1000,150000,H. Rodgers,20,England,55,68,Fleetwood Town
1000,120000,S. Russell,23,Republic of Ireland,55,62,Drogheda United
1000,150000,P. Cunningham,20,Republic of Ireland,55,65,Galway United
1000,180000,W. Shorrock,18,England,55,71,Walsall
1000,160000,F. Asmar,17,Argentina,55,69,Temperley
1000,120000,S. Kenny,24,Republic of Ireland,55,60,Limerick FC
1000,160000,S. Tonks,18,England,55,73,Walsall
1000,170000,D. Yearwood,17,England,55,72,Southend United
3000,110000,A. Al Sharid,23,Saudi Arabia,55,62,Al Taawoun
4000,180000,A. Connolly,17,Republic of Ireland,55,72,Brighton & Hove Albion
1000,130000,S. Rowley,20,England,55,67,Shrewsbury
2000,80000,C. Haas,24,Austria,55,58,SK Rapid Wien
1000,140000,I. Shinozuka,22,Russia,55,65,Yokohama F. Marinos
1000,160000,I. Boye,20,Nigeria,55,67,Örebro SK
1000,140000,A. Ba,19,France,55,65,Southend United
1000,160000,O. Evans,20,Wales,55,70,Wigan Athletic
1000,170000,D. Jubitana,17,Belgium,55,71,KV Mechelen
1000,150000,T. Mauer,20,Germany,55,65,FC Carl Zeiss Jena
2000,200000,B. Hanlan,20,England,55,71,Colchester United
2000,150000,J. Gordon,21,England,55,66,Cheltenham Town
1000,130000,A. Ammitzbøl,18,Denmark,55,64,Aarhus GF
2000,200000,H. Cardwell,20,Scotland,55,69,Grimsby Town
1000,150000,M. Brændsrød,21,Norway,55,65,Sogndal
3000,150000,H. Donovan,19,England,55,67,Millwall
1000,190000,J. Ashby,21,England,55,69,Oxford United
1000,160000,R. Kanach,18,Poland,55,70,Cracovia
4000,120000,A. Sidenko,21,Russia,55,61,FC Rostov
2000,130000,B. Crowley,20,Australia,55,62,Melbourne City
1000,90000,I. Turner,28,Republic of Ireland,55,55,St. Patrick's Athletic
4000,190000,A. Wan-Bissaka,19,DR Congo,55,71,Crystal Palace
3000,130000,A. Avdijaj,23,Albania,55,62,Grasshopper Club Zürich
1000,100000,H. Douglas,24,Republic of Ireland,55,59,Bray Wanderers
1000,130000,H. Castegren,21,Sweden,55,65,IFK Norrköping
1000,160000,C. Cockerill-Mollett,18,Republic of Ireland,55,71,Walsall
1000,140000,D. Hadzikaduni_,18,Sweden,55,68,Malmö FF
1000,150000,I. Angulo,18,Colombia,54,75,Envigado FC
1000,130000,J. Rankin-Costello,17,England,54,74,Blackburn Rovers
1000,110000,E. Durmaz,17,Sweden,54,66,Hammarby IF
1000,110000,M. Haarup,21,Denmark,54,66,Hobro IK
1000,100000,E. Sousa,22,Portugal,54,62,Accrington Stanley
1000,100000,N. Perry,17,Sweden,54,65,AIK Solna
1000,100000,L. Sahlin,20,Sweden,54,64,GIF Sundsvall
1000,90000,Kim Dong Su,22,Korea Republic,54,63,Omiya Ardija
1000,100000,A. Linnér,18,Sweden,54,64,AIK Solna
1000,150000,I. Keita,21,France,54,68,Finn Harps
3000,130000,I. Meite,20,England,54,67,Crawley Town
2000,80000,J. Al Dossary,23,Saudi Arabia,54,61,Al Faisaly
1000,130000,A. Campbell,18,Scotland,54,71,Motherwell
1000,110000,D. Nussbaumer,17,Austria,54,67,SCR Altach
1000,130000,M. Roseth,18,Norway,54,68,Molde FK
1000,120000,T. Holland,19,Republic of Ireland,54,68,Limerick FC
4000,90000,T. Akinola,18,England,54,65,West Ham United
1000,100000,K. Peda,19,Poland,54,63,Termalica Bruk-Bet Nieciecza
1000,80000,B. Lucumí,23,Colombia,54,61,Deportivo Pasto
1000,100000,M. Bower,18,England,54,66,Cheltenham Town
1000,140000,E. Botheim,17,Norway,54,74,Rosenborg BK
1000,100000,B. Warland,20,Australia,54,65,Adelaide United
1000,80000,M. Cabit,24,France,54,59,AC Ajaccio
1000,130000,A. Morley,17,England,54,72,Rochdale
1000,110000,A. Wichne,20,Norway,54,67,Viking FK
1000,140000,J. McAtee,17,England,54,69,Shrewsbury
1000,60000,R. Coulter,28,Republic of Ireland,54,57,Bray Wanderers
1000,80000,E. Grimes,22,Republic of Ireland,54,63,Derry City
1000,70000,E. Benedettini,22,San Marino,54,62,Novara
2000,90000,M. Kempter,22,Switzerland,54,64,FC Zürich
1000,150000,J. Reiners,19,Australia,54,69,Perth Glory
1000,110000,R. Strechie,16,Romania,54,66,F.B.C. Unione Venezia
3000,100000,R. Nabi,18,England,54,64,Burnley
1000,150000,K. Nisbet,20,Scotland,54,68,Partick Thistle F.C.
1000,80000,D. Jørgensen,26,Denmark,54,59,FC Helsingør
1000,140000,M. Thiele,18,Germany,54,69,Chemnitzer FC
1000,90000,Kim Jeong Hyeon,24,Korea Republic,54,61,GwangJu FC
1000,130000,J. Capacho,19,Colombia,54,67,Atlético Bucaramanga
1000,90000,S. Dunne,21,Republic of Ireland,54,63,Drogheda United
1000,90000,D. Sato,22,Philippines,54,63,AC Horsens
1000,50000,T. Oya,30,Japan,54,54,Omiya Ardija
1000,130000,C. Kane,18,Republic of Ireland,54,69,Drogheda United
1000,150000,L. Pintor,16,France,54,78,Stade Brestois 29
1000,130000,J. Turner,18,England,54,77,Bolton Wanderers
1000,100000,S. Koné,21,Ivory Coast,54,65,Djurgårdens IF
1000,70000,M. Johannsen,25,Denmark,54,58,FC Helsingør
2000,90000,S. Jonovic,21,Austria,54,62,FK Austria Wien
1000,110000,C. Thomson,22,Scotland,54,64,St. Johnstone FC
1000,100000,K. Ahmadi,18,Sweden,54,64,IK Sirius
1000,110000,A. Semprini,19,Italy,54,67,Brescia
1000,130000,R. Porteous,18,Scotland,54,72,Hibernian
4000,100000,K. Metz,19,Republic of Ireland,54,63,Burnley
1000,80000,N. Kawaguchi,23,Japan,54,61,Albirex Niigata
1000,130000,A. _yszczarz,17,Poland,54,72,_l_sk Wroc_aw
1000,70000,D. W_glarz,21,Poland,54,61,Jagiellonia Bia_ystok
1000,100000,G. Moorhouse,22,Republic of Ireland,54,61,Sligo Rovers
1000,60000,S. Al Saleh,25,Saudi Arabia,54,59,Al Qadisiyah
1000,70000,P. Berki,27,Hungary,54,54,Limerick FC
1000,70000,R. Isomura,26,Japan,54,56,Albirex Niigata
1000,90000,H. Girling,19,England,54,66,Millwall
1000,70000,D. H_adun,21,Poland,54,60,Zag__bie Lubin
1000,100000,R. Senhadji,20,France,54,65,FC Sochaux-Montbéliard
2000,90000,N. da Silva,23,Switzerland,54,60,FC Thun
1000,100000,S. Lavelle,20,Scotland,54,64,Morecambe
1000,70000,K. Lynch,25,Republic of Ireland,54,59,Bray Wanderers
2000,90000,G. Sikošek,23,Slovenia,54,62,Silkeborg IF
1000,100000,L. Saporetti,21,Italy,54,64,Parma
2000,80000,C. Kablan,22,Switzerland,54,60,FC Thun
2000,100000,N. Dyachenko,21,Russia,54,62,FC SKA-Energiya Khabarovsk
1000,150000,S. Boyd,19,Republic of Ireland,54,68,Shamrock Rovers
2000,100000,E. Martinez,20,Argentina,54,62,Gimnasia y Esgrima La Plata
1000,80000,A. Ajeti,20,Switzerland,54,61,FC St. Gallen
1000,130000,V. Barbero,16,Argentina,54,72,Belgrano de Córdoba
1000,130000,T. Puchacz,18,Poland,54,73,Lech Pozna_
1000,110000,G. Cleur,19,Australia,54,67,Virtus Entella
1000,100000,A. Santos,22,Brazil,54,63,Yeovil Town
1000,130000,C. De las Salas,19,Colombia,54,72,Tigres FC
2000,110000,P. Gluhakovic,21,Austria,54,66,FK Austria Wien
1000,100000,B. Gómez,19,Colombia,54,67,Águilas Doradas
1000,120000,M. Willock,17,England,54,70,Chesterfield
1000,100000,K. Oyama,22,Japan,54,63,Omiya Ardija
3000,110000,M. Howarth,18,England,54,66,Burnley
1000,150000,M. Mattsson,18,Denmark,54,76,Silkeborg IF
2000,110000,M. Al Majhad,18,Saudi Arabia,54,66,Al Fateh
1000,90000,A. Celli,23,Italy,54,62,Foggia
2000,130000,D. McNamara,18,England,54,70,Millwall
3000,50000,O. Ashoor,28,Saudi Arabia,54,54,Ohod Club
1000,70000,M. Carretta,26,Italy,54,54,Ternana
4000,120000,P. O'Flaherty,20,England,54,68,Bournemouth
1000,120000,D. Wright,19,England,54,66,Colchester United
1000,120000,N. Konstandopoulos,21,Australia,54,65,Adelaide United
1000,80000,Y. Koide,22,Japan,54,60,Ventforet Kofu
1000,130000,R. Tierney,19,Scotland,54,67,Hamilton Academical FC
1000,110000,F. Kraft,18,Germany,54,72,VfL Bochum
1000,140000,D. Genreau,18,France,54,72,Melbourne City
1000,110000,M. Kennedy,20,Northern Ireland,54,64,Charlton Athletic
3000,90000,O. Bayode,18,England,54,64,Burnley
1000,90000,L. Buckley,20,Republic of Ireland,54,62,Drogheda United
1000,120000,J. McGregor,20,Scotland,54,67,Hamilton Academical FC
1000,100000,N. Lyngø,19,Denmark,54,65,Aalborg BK
0,0,K. Singh,31,India,54,54,
3000,140000,J. Lokilo,18,DR Congo,54,72,Crystal Palace
1000,90000,S. Donnelly,24,Republic of Ireland,54,59,Bohemian FC
1000,90000,A. Didic,22,Canada,54,63,Sporting Kansas City
2000,80000,A. Al Enazi,22,Saudi Arabia,54,61,Ohod Club
1000,70000,W. Popp,22,Japan,54,60,Kawasaki Frontale
2000,90000,M. Naji,23,Saudi Arabia,54,61,Ohod Club
1000,100000,H. Cameron,20,New Zealand,54,62,Limerick FC
1000,120000,L. Marson,19,Italy,54,70,Sassuolo
1000,110000,M. Fernandes,20,Germany,54,63,Holstein Kiel
5000,100000,M. Waddington,20,England,54,61,Stoke City
1000,90000,S. Quigley,24,England,54,59,Blackpool
1000,140000,F. Kelleher,21,Republic of Ireland,54,68,Oxford United
2000,100000,J. Margetts,23,England,54,62,Scunthorpe United
1000,90000,J. Wróbel,23,Poland,54,57,Termalica Bruk-Bet Nieciecza
1000,80000,A. Quintana,22,Colombia,54,64,Deportes Tolima
1000,120000,A. Fantini,19,Japan,54,68,Sagan Tosu
1000,100000,M. Arias,19,Colombia,54,67,Corporación Club Deportivo Tuluá
1000,140000,M. Hernández,18,Argentina,54,69,Colon de Santa Fe
1000,100000,H. Acevedo,20,Colombia,54,66,Asociacion Deportivo Cali
1000,140000,E. Markovic,18,Norway,54,69,Molde FK
3000,90000,A. Awaji,23,Saudi Arabia,54,58,Al Faisaly
2000,130000,J. Esquivel,19,Mexico,54,69,Pachuca
1000,70000,R. Frank,29,Peru,54,54,Albirex Niigata
1000,90000,J. Koivistoinen,19,Finland,54,66,HJK Helsinki
1000,130000,L. Teddy,19,France,54,67,Le Havre AC
1000,90000,G. Coughlan,24,Republic of Ireland,54,57,Limerick FC
1000,140000,F. Arhin,18,Ghana,54,68,Östersunds FK
2000,120000,A. Ocejo,19,Mexico,54,66,Santos Laguna
1000,90000,J. Sneddon,19,Scotland,54,66,Partick Thistle F.C.
2000,70000,A. Al Zahrani,23,Saudi Arabia,54,62,Al Raed
2000,110000,F. Al Harbi,21,Saudi Arabia,54,64,Al Raed
2000,100000,H. Dhaifallah,23,Saudi Arabia,54,63,Al Raed
1000,100000,F. Lauenborg,20,Denmark,54,62,Randers FC
1000,30000,B. Molloy,33,Republic of Ireland,54,54,Finn Harps
1000,80000,D. Ermakov,18,Russia,54,65,FC Rostov
1000,80000,T. Bilic,19,Australia,54,64,Brisbane Roar
1000,90000,D. Marzino,20,Switzerland,54,64,BSC Young Boys
1000,50000,P. Sinnott,30,Republic of Ireland,54,54,Galway United
1000,140000,N. Feil,18,Germany,54,72,VfR Aalen
1000,120000,C. Gregory,17,England,54,80,Shrewsbury
3000,110000,M. Al Johani,22,Saudi Arabia,54,63,Ohod Club
1000,50000,A. Maccoppi,30,Italy,54,54,FC Lausanne-Sports
1000,100000,F. Piszczek,22,Poland,54,61,Sandecja Nowy S_cz
1000,90000,M. Sip_ak,21,Slovakia,54,62,Cracovia
1000,100000,F. Tägtström,19,Sweden,54,66,GIF Sundsvall
1000,150000,N. Shipnoski,19,Germany,54,71,1. FC Kaiserslautern
1000,90000,K. Rutlin,18,Norway,54,66,Sogndal
2000,90000,J. Law,18,England,54,62,Mansfield Town
1000,150000,K. Lasko_,17,Poland,54,76,Wis_a Kraków
1000,120000,A. Vucenovic,19,Austria,54,66,SKN St. Pölten
5000,130000,O. Zanzala,20,Congo,54,67,Derby County
1000,80000,B. Ozegovic,17,Austria,54,66,SCR Altach
1000,150000,M. Tramoni,17,France,54,76,AC Ajaccio
1000,150000,Y. Guzmán,19,Colombia,54,70,Envigado FC
1000,130000,D. Leahy,19,Republic of Ireland,54,73,Coventry City
1000,140000,L. Maniero,18,Italy,54,68,Cittadella
1000,150000,C. Timite,19,Ivory Coast,54,72,AC Ajaccio
1000,110000,L. Klante,18,Germany,54,72,SC Preußen Münster
1000,100000,E. Rovini,22,Italy,54,62,Vercelli
1000,150000,Dany Mota,19,Portugal,54,73,Virtus Entella
1000,140000,D. Kurminowski,18,Poland,54,70,Lech Pozna_
1000,130000,R. Browne,21,Antigua & Barbuda,54,67,Yeovil Town
0,0,D. Lalhlimpuia,19,India,54,67,
1000,140000,T. Hara,18,Japan,54,68,Albirex Niigata
0,0,G. Singh,21,India,54,63,
1000,130000,Dai Wai-Tsun,17,Hong Kong,54,77,Bury
2000,20000,J. McCombe,34,England,54,54,Lincoln City
1000,140000,J. Sangha,19,England,54,68,Walsall
1000,150000,O. Shaw,19,Scotland,54,69,Hibernian
1000,50000,G. Harkin,29,Republic of Ireland,54,54,Finn Harps
1000,110000,R. Källman,18,Finland,54,70,HJK Helsinki
1000,90000,Dani Renda,23,Spain,54,58,CD Lugo
1000,60000,A. Rødsand,30,Norway,54,54,Kristiansund BK
1000,90000,J. Lelan,22,Kenya,54,64,Crawley Town
1000,130000,B. Zalo,19,Norway,54,70,IFK Göteborg
1000,100000,B. Malcolm,20,Scotland,54,62,Ross County FC
1000,110000,C. Triana,20,Colombia,54,64,CD Once Caldas Manizales
1000,90000,B. Killip,21,England,54,65,Grimsby Town
1000,150000,J. Brandon,19,Scotland,54,70,Heart of Midlothian
1000,130000,A. Gory,20,France,54,67,Le Havre AC
1000,70000,O. Øvretveit,23,Norway,54,62,Sandefjord Fotball
1000,130000,C. Colquhoun,20,Scotland,54,67,Dundee FC
1000,150000,D. Davidson,20,Scotland,54,70,Dundee FC
3000,140000,N. Leighton,18,England,54,68,Millwall
1000,120000,J. McIntyre,20,Northern Ireland,54,66,Derry City
1000,120000,A. Majok,18,Australia,54,67,Western Sydney Wanderers
1000,150000,C. Lucatero,20,United States,54,71,Houston Dynamo
1000,90000,D. Diaw,25,Senegal,54,58,Virtus Entella
1000,80000,R. Hanquinquant,18,France,54,64,US Quevilly-Rouen
1000,120000,A. Chernov,19,Russia,54,68,FC Ufa
3000,150000,J. Veale,20,Wales,54,68,Cardiff City
1000,140000,S. Kowalczyk,18,Poland,54,70,Pogo_ Szczecin
2000,100000,T. Fekete,21,Switzerland,54,64,BSC Young Boys
1000,150000,S. Boyd,20,Scotland,54,71,Hamilton Academical FC
1000,20000,J. Robben,34,Germany,54,54,SV Meppen
1000,80000,T. Krapikas,18,Lithuania,54,64,Sampdoria
2000,80000,A. Al Najai,22,Saudi Arabia,54,61,Al Faisaly
1000,90000,L. Lázaro,24,Colombia,54,60,Atlético Huila
1000,150000,A. Takagi,19,Japan,54,69,Gamba Osaka
1000,100000,S. Campo,21,Switzerland,54,61,FC Lausanne-Sports
1000,100000,C. Kipré,20,France,54,65,Motherwell
2000,90000,P. Ovchinnikov,19,Russia,54,66,CSKA Moscow
1000,80000,J. Hamon,22,England,54,64,Exeter City
1000,110000,B. Scott,18,United States,54,73,1. FC Köln
2000,70000,Z. Mills,25,England,54,59,Grimsby Town
2000,100000,S. Al Nabit,21,Saudi Arabia,54,61,Ohod Club
1000,140000,B. Lasme,18,France,54,74,FC Sochaux-Montbéliard
1000,130000,S. Oum Gouet,19,Cameroon,54,67,SCR Altach
1000,110000,I. Messaoud,17,Algeria,54,66,GFC Ajaccio
1000,130000,A. Sampsted,19,Iceland,54,69,IFK Norrköping
1000,130000,A. Traorè,17,Ivory Coast,54,71,Perugia
1000,80000,O. Sail,21,New Zealand,54,63,Wellington Phoenix
2000,150000,A. Golovatyuk,20,Russia,54,70,FC SKA-Energiya Khabarovsk
1000,100000,N. Anderton,21,England,54,64,Blackpool
1000,120000,K. Awuah,21,Canada,54,66,New York City Football Club
1000,90000,D. Harvie,18,Scotland,54,65,Aberdeen
1000,100000,F. Rodríguez Calleriza,21,Uruguay,54,60,Sandefjord Fotball
1000,70000,L. Andrenacci,22,Italy,54,61,Brescia
1000,120000,C. Zuvela,20,Australia,54,66,Sydney FC
1000,90000,M. Bleve,21,Italy,54,64,Ternana
1000,110000,O. Christensen,18,Denmark,54,69,Odense Boldklub
1000,110000,L. Reynolds,21,England,54,64,Newport County
1000,90000,M. Amick,22,United States,54,63,Portland Timbers
1000,90000,A. Jones,23,England,54,63,Philadelphia Union
3000,120000,T. Ryan,20,Republic of Ireland,54,69,Huddersfield Town
1000,90000,L. Sutton,20,England,54,62,Scunthorpe United
1000,100000,E. Osborne,21,England,54,62,Morecambe
3000,120000,S. George,19,England,54,68,Carlisle United
1000,110000,J. McGarry,19,New Zealand,54,65,Wellington Phoenix
1000,80000,W. Eskelinen,20,Sweden,54,62,GIF Sundsvall
1000,70000,A. El-Amrani,25,Norway,54,59,Stabæk Fotball
1000,140000,S. Singh,18,New Zealand,54,68,Wellington Phoenix
1000,120000,M. Sakamoto,21,Japan,54,65,Cerezo Osaka
1000,80000,D. Hayes,22,Republic of Ireland,54,60,Bohemian FC
2000,110000,S. Cosgrove,20,England,54,64,Carlisle United
3000,90000,M. Al Mufarrij,20,Saudi Arabia,54,63,Al Hilal
1000,110000,M. Nishimoto,21,Japan,54,64,Cerezo Osaka
1000,70000,F. Burdenski,25,Germany,54,58,Korona Kielce
1000,20000,J. Bittner,35,England,54,54,Newport County
2000,80000,I. Chatzitheodoridis,19,Greece,54,60,Brentford
1000,130000,E. Bwomono,18,England,54,70,Southend United
1000,130000,K. da Graca,19,Sweden,54,71,IFK Göteborg
1000,110000,E. Martinez,18,Australia,54,65,Brisbane Roar
1000,60000,D. Budzy_ski,25,Poland,54,57,_l_sk Wroc_aw
1000,100000,S. Fujitani,19,Japan,54,65,Vissel Kobe
1000,110000,F. Vivas,20,Argentina,54,63,Vercelli
1000,140000,I. Voca,20,Switzerland,54,68,FC Luzern
1000,100000,S. Elworthy,19,Republic of Ireland,54,65,Drogheda United
1000,140000,R. Vargas,18,Switzerland,54,72,FC Luzern
1000,100000,A. Zahui Bazoukou,21,Sweden,54,62,AFC Eskilstuna
1000,90000,M. Olsen Pettersen,17,Norway,54,67,SK Brann
1000,120000,A. Skovgaard,20,Denmark,54,67,FC Nordsjælland
2000,70000,D. Richards,23,Wales,54,59,Crewe Alexandra
1000,120000,C. Addai,19,Ghana,54,70,Coventry City
1000,120000,L. Watt,20,Scotland,53,67,Motherwell
2000,80000,A. Al Shahrani,23,Saudi Arabia,53,57,Al Qadisiyah
1000,100000,M. Shabow,19,Australia,53,65,Newcastle Jets
1000,110000,A. Famewo,18,England,53,70,Luton Town
1000,70000,J. Caicedo,22,Colombia,53,61,Deportivo Pasto
1000,90000,J. Knowles,20,England,53,61,Perth Glory
1000,110000,Y. Maouche,19,France,53,66,FC Zürich
1000,90000,G. Aphrem,17,Sweden,53,64,AIK Solna
1000,130000,M. Di Paola,19,Italy,53,69,Virtus Entella
3000,100000,C. Hall,19,England,53,65,Bolton Wanderers
2000,120000,M. Harris,18,Wales,53,70,Cardiff City
1000,90000,M. Kojima,19,Japan,53,64,Vegalta Sendai
1000,100000,M. Mleczko,18,Poland,53,68,Lech Pozna_
1000,100000,O. Haughton,20,England,53,63,Sligo Rovers
1000,100000,G. Morrison,19,Scotland,53,64,Ross County FC
0,0,F. Cardozo,29,India,53,53,
1000,80000,J. Smith,18,England,53,64,Chesterfield
1000,100000,J. Brownell,17,England,53,66,Chesterfield
1000,110000,P. Kubina,18,Poland,53,70,MSV Duisburg
1000,80000,T. McBride,25,Northern Ireland,53,58,Finn Harps
1000,50000,C. Ross,27,England,53,54,Barnet
1000,110000,L. Clark,19,Scotland,53,68,Kilmarnock
2000,130000,E. Eze,19,England,53,71,Wycombe Wanderers
1000,70000,Ha Chang Rae,22,Korea Republic,53,60,Incheon United FC
1000,120000,B. Skórski,17,Poland,53,71,Wis_a Kraków
1000,80000,A. Majrashi,21,Saudi Arabia,53,61,Ettifaq FC
2000,70000,A. Mehremi_,25,Bosnia Herzegovina,53,58,SKN St. Pölten
1000,90000,R. Johnson,20,Northern Ireland,53,64,Stevenage
1000,90000,D. Verwüster,19,Austria,53,66,FC Admira Wacker Mödling
2000,80000,M. Al Najrani,23,Saudi Arabia,53,57,Al Qadisiyah
1000,120000,G. Hughes,18,Wales,53,73,Shrewsbury
1000,120000,P. Schoch,18,Germany,53,69,SpVgg Unterhaching
1000,30000,R. Iuliano,33,Italy,53,53,Avellino
1000,110000,Ci Tian,20,China PR,53,65,Werder Bremen II
1000,50000,J. Marks,28,Republic of Ireland,53,53,Bray Wanderers
1000,100000,M. Dominguez,21,Switzerland,53,64,FC Lausanne-Sports
1000,100000,H. Nilsen,18,Norway,53,65,Sandefjord Fotball
1000,90000,Lim Dae Joon,23,Korea Republic,53,61,GwangJu FC
2000,130000,T. Seferi,20,FYR Macedonia,53,68,BSC Young Boys
