,Episode,Line,Character,Dialogue,Action
14722,91,3,jake,  No. It's nothin'.,
14724,91,5,jake,"  Ha ha. You're a charmer, Finn Human. No... it's... well... Lady Rainicorn doesn't wanna play the game Card Wars with me. I always beat 'er... so she says, ""No more Card Warring.""",
14726,91,7,jake,"  It's a fantasy card game that's super complicated and awesome, but—well... No, it's kinda stupid. Never mind.",
14728,91,9,jake,  Really? Well... I thought you'd say it was for nerds who do not know how life is outside of the nerd universe.,
14730,91,11,jake,"  Thanks, Finn.",
14732,91,13,jake,"  Oh, hey, BMO. You wanna play, too?",
14735,91,16,jake,"  Ah, whatever. Let's play the game.",
14738,91,19,jake,"  How about... the loser... is a dweeb, and the winner is a cool guy?",
14741,91,22,jake,"  Coffee ground, beetle butter, grape jelly, kimchi, and... this stuff. ","It's a bottle of pink liquid that says ""HAM CHUNK JUICE."""
14744,91,25,jake,  We drink when the game is over.,
14746,91,27,jake,  Now lemme explain the rules.,
14748,91,29,jake,"  That's basically the basics! So once we have our kingdom set up... ,  ...it's time to start to play. FOR THE GLORY! ,  Hey, were you asleep?! I'll have to explain it all over again!","Floops land cards, Finn wakes up with a dazed ""Whuh?"""
14750,91,31,jake,"  But if you don't know the rules then you're gonna lose in the first couple rounds, like Lady always does! And then you'll hate the game, and then you'll hate me, and then... and then...",
14752,91,33,jake,  Haha! Bring it!,
14754,91,35,jake,"  Oh... you, uh, floop your land cards.",
14757,91,38,jake,"  Keep those honeys hidden, or I'll get a strategic advantage!",
14759,91,40,jake,"  Okay, I go first. I floop the Silo of Truth!",
14762,91,43,jake,"  Pfff, you got really lame cards. Hmm. I'll take the Cerebral Bloodstorm, though.",
14764,91,45,jake,"  Okay, now it's the battle phase. I'm attackin' your schoolhouse with my Husker Knights. ,  And I'm castin' Cerebral Bloodstorm! ,  So, what'll you use to defend?","Activates Husker Knights, Does so"
14766,91,47,jake,[' Of course not!'],Laughs
14768,91,49,jake,  What?! ,Laughs
14770,91,51,jake,"  Okay... okay, first of all, you don't floop a creature to make it fight. You activate a creature.",
14773,91,54,jake,"["" No... He's eating all my cornfields! My Husker Knights draw energy from corn! ""]","Gasps, His knights collapse."
14775,91,56,jake,[' You just wiped out my entire attack!!'],Big gasp
14777,91,58,jake,  CORNFIELDS ARE AWESOME! What makes you think you know so much about Card Wars?!,
14779,91,60,jake,  ...Your turn.,
14781,91,62,jake,  You're supposed to discard a card and pick up a new one first.,
14783,91,64,jake,  Look at you. You're a babe in the woods. Your beginner's luck ends this round!,
14785,91,66,jake,  Spirit Tower?! And the Cave of Solitude?!,
14787,91,68,jake,  That's it? You're not attacking?,
14789,91,70,jake,  HA! Then the seas have aligned and the five winds waft the smell of victory to my palace doors! I cast Field of Nightmares and activate my Legion of Earlings to scare your Pig to death!,
14791,91,72,jake,  Um... I cast Teleport—to move your Pig to the empty field so I can attack 'im!,
14793,91,74,jake,"  You're right. I'm gonna slay that Pig, though!",
14795,91,76,jake,"  Hmm. ,  You're the cool guy, huh? Well, lemme make it a little hot for you, then. ,  Heh heh heh heh... I floop the Volcano!","Gasps, Flooping Volcano card"
14797,91,78,jake,  Hmm. Maybe.,
14800,91,81,jake," The Pig is dead. Now I reconstitute my cornfields using the Reclaim Landscape spell! ,  My Husker Knights revive! And I still have my battle phase! Hiding in the Useless Swamp... the Immortal Maize Walker!","Chuckles deviously, Does it"
14804,91,85,jake,  Cornfields give the Immortal Maize Walker triple damage.,
14807,91,88,jake,  I told you cornfields are awesome! Your Ancient Scholar and Cool Dog won't survive this time!,
14811,91,92,jake, So what?,
14813,91,94,jake,  NOOOOO!,
14818,91,99,jake,  YOU GANKED MY SPIRIT WALKER! AAAAGH!!! ,Runs away from the table and angrily mutters incomprehensible words to himself
14820,91,101,jake,[' Your turn.'],"Makes a strange, low noise"
14823,91,104,jake,  YOU PLAY! YOU PLAY! ,Retracts
14837,91,118,jake,  Play. The. Game.,
14839,91,120,jake,"  Well... I've still got my Wandering Bald Man. ,  Oh, no.",The Wandering Bald Man gets stuck in Jake's mud landscape.
14841,91,122,jake,"  Well, that's stupid. Just attack with the Immortal Maize Walker and get the game over with.",
14847,91,128,jake,  I...,
14849,91,130,jake,"  OHHH-HO! Ohhh, oh, yeah! Pigs can't leave mud landscapes once they're on them! Hahaha! The Pig is mine! First, I'll play Reclaim Landscape, then I cast Summon Archer Dan!",
14854,91,135,jake,"  You have no creatures left. That's the game, boyee!! The five winds blow through cornfields once again! For the glory of Jakoria!",
14856,91,137,jake," In yo' face! It's time to drink up! It looks like you are the dweeb and I'm the cool guy! ,  Is it... too gross for you, man?","Slams Finn's face on the board, Drinks from the ""COOL GUY"" cup, Finn sniffs the ""DWEEB"" cup and retches. Jake frowns."
14858,91,139,jake,  WHAT?!,
14861,91,142,jake,"  AW, IT'S GROSS!",
14878,92,16,jake,"  Wait, wait! ,  Shh, shh, shh! Shush!",Stops
14880,92,18,jake,"  You hear that? ,  It was totally silent for, like, a whole second!",Long beat
14882,92,20,jake,"  Sometimes, we get so wrapped up battling stuff, we forget the...Ooomph!",
14947,92,85,jake," Well, you guys are missing some important details. I'm Jake the Dog! Listen! ,  Arf! Arf! Arf! Arf!","as Magic Man, gets on all fours"
14949,92,87,jake,"  Yeah, that's true, except I'm not Magic Man!",
14956,92,94,jake,"  Whoa. That second one sounds pretty cool. I mean, yeah. I'm way into that. Except...oh...I would really miss my best friend. His name is Finn, and I think it would mess him up if I wasn't around.",
14958,92,96,jake,  Yeah.,
14975,92,113,jake,"["" Huh? Hey, I'm alive!""]","in real world, moans"
14990,93,0,jake,[' He said his new prison is shame.'],stretches his ear back through the door
14993,93,3,jake,"  Naah, ,  don't let me interrupt you. You two have fun.",Draws Lady Rainicorn on the dirt
14996,93,6,jake,[' Finn!'],Worried
15004,93,14,jake,[' Now do the thing I like.'],Requests
15006,93,16,jake,"  Hehehe, classic. ,  Alright Finn, that's enough. ","Stretches out his left hand to Finn, Pulls Finn out of the water"
15012,93,22,jake,"  Woah! Hold on ""mama.""",
15014,93,24,jake,"["" Okay bro, tin foil's on. You can hug now.""]",Pats the foil
15016,93,26,jake,  ,Weird smile
15024,93,34,jake,  Looks like your date went pretty good buddy.,
15026,93,36,jake,"  Bro, you gotta let things take their natural path. Look, look , , let me explain some junk about dating. Right now, , , you're at Tier 1, which is hugging. But pretty soon, ,  you'll be at Tier 2, which is smooching. Then down the road , , you'll make it to Tier 5, where she'll let you discover all fifteen feet of her loong, beautiful stomach. Then after awhile, you'll make it to Tier 8 , , where you touch her horn for the very first time. Very special.","Turns right arm to 15 small stairsteps, Points left finger to first step, Points left finger to second step, points left finger to fifth step, points left finger to eighth step"
15028,93,38,jake,[' You stay away from that! Do not do Tier 15!'],Warns Finn while pointing his left finger at him
15030,93,40,jake,"["" Don't worry about it dude, just let things naturally move to Tier 2. Oh and um, you need a shower dude.""]",Undoes the 15 small stairsteps
15035,93,45,jake,  Probably.,
15040,93,50,jake,  What are you doing here?,
15042,93,52,jake,  Oh.,
15047,93,57,jake,"  Aah, he's just smelly from a day of running around with his lady-friend.",
15049,93,59,jake,"  Uh, I shouldn't say. It's his business.",
15051,93,61,jake,"  That's his personal biz, you gotta respect the man's p-biz.",
15054,93,64,jake,  Flame Princess! He's hanging out with Flame Princess!,
15056,93,66,jake,"  And I don't mean to be telling stories out of school. But pretty soon, ,  they're gonna be taking it to Tier 2.",lowers voice
15058,93,68,jake,"  Oh, it's possible.",
15064,93,74,jake,"['\xa0Mmm, weird.']",Confused
15066,93,76,jake,[' President Porpoise!'],Gasps
15076,93,86,jake,"  Ok Princess, you need to stop breaking in here.",
15081,93,91,jake,"  Uh, ok, ,  Tier 2 baby!",lowers voice
15086,93,96,jake,  What? Where am I?,
15089,93,99,jake,  Oh my glosh! ,Starts dancing
15092,93,102,jake,  ,Groans for 3 times
15094,93,104,jake,  ,Groans another and regains consciousness
15096,93,106,jake,  He stepped out.,
15098,93,108,jake,"  Oh, oh! ,  I see what's going on here!",Thinking Princess Bubblegum is jealous
15100,93,110,jake,"  Oh man, PB is totally jealous of Flame Princess!",
15104,93,114,jake,  What's up man?,
15106,93,116,jake,  She doesn't want you see Flame Princess anymore. She's crazy jealous!,
15108,93,118,jake,"  So, you at Tier 2 yet?",
15110,93,120,jake,  Nnoope.,
15112,93,122,jake,"  I know exactly what'll get you Tier 2.... A ""sappy poem."" ",Takes Finn to the bedroom
15114,93,124,jake,"  Say something about her ""spectrum.""",
15116,93,126,jake,  ,Snoring while sleeping
15141,93,151,jake,"[' Back off, Bubblegum! That\'s his ""man\'s biz.""']",Taps the frying pan
15143,93,153,jake," You heartless monster! Do you have any idea how much he's CRIED OVER YOU? Finn deserves to be happy, even if his blooping face gets burned off! ,  You should be ,  ashamed! ,  You're SICK! ","Jake is angered and he retaliates, Picks up PANCAKE TOWER box, throws box to Princess Bubblegum, Princess Bubblegum dodges the box, Points and blames Princess Bubblegum for everything"
15145,93,155,jake,  ,Shocked and Gasps
15159,93,169,jake,[' Finn!'],Panting
15161,93,171,jake,  Are you alright?,
15164,93,174,jake,  ,Difficulty of handling Finn keeps increasing. He slips and covers the entire hole.
15166,93,176,jake,"["" It's hot!""]",In pain
15168,93,178,jake,[' Geh.. What about Finn?'],Still in pain
15183,93,193,jake,  ,Coughs
15186,93,196,jake,[' Jeeeaalous?'],Weird smile
15193,94,6,jake,  What?,
15198,94,11,jake,  I don't do that kinda stuff anymore.,
15200,94,13,jake,  I don't know...,
15202,94,15,jake,  Maybe.,
15205,94,18,jake,  No!,
15207,94,20,jake,"["" Oh, Finn lost his sock! Everybody stop what you're doing and help Finn find his precious sock!""]",Sarcastically
15304,94,117,jake,[' BMO!'],reopening the cupboard
15343,94,156,jake,"  Ya see, man? That was really fun. You don't need two socks to have fun. ",
15354,94,167,jake,  Our chicken's name is Lorraine?,
15390,95,35,jake,  Like this?,
15392,95,37,jake,  Like this?,
15395,95,40,jake,  Who's it for?,
15397,95,42,jake,  .....It's for... um...,
15400,95,45,jake,[' Uh... okay.'],Taking viola
15403,95,48,jake,"  Finn! Aw, man, is it really you?",
15405,95,50,jake,"  I'm trapped in this dream, and I can't wake up!",
15407,95,52,jake,  Make-out dreams? Nice...,
15409,95,54,jake,"  Hey, I won't judge.",
15412,95,57,jake,  Mm-hmm. I don't think she's real.,
15414,95,59,jake,  Just wanted to make sure you were real. Our dreams must be linked for some reason.,
15417,95,62,jake,"  Careful! If you grunk up the dreamscape with your subconscious fears, the whole thing'll blow apart!",
15419,95,64,jake,  Just shrink down like me.,
15424,95,69,jake,  'Cuz I sleep a lot.,
15429,95,74,jake,  What did you say??,
15438,95,83,jake,  Help us!,
15442,95,87,jake,"  Dad, are you okay?",
15445,95,90,jake,  Yeah...,
15448,95,93,jake,"  Yeah, it's nuts! Fast as nuts.",
15450,95,95,jake,"  Well... that's kinda boring for me... 'cuz that's my normal power, you know?",
15454,95,99,jake,"  Remember, this is just a dream! Keep climbing!",
15457,95,102,jake,  Break it!,
15460,95,105,jake,  Yeah. Are you?,
15463,95,108,jake,"  Yeah, yeah, yeah!",
15465,95,110,jake,"["" Nope, it's fine.""]",Now having a big human nose
15467,95,112,jake,"  Nah, it's just dream residue. Forget about it.",
15470,95,115,jake," Everything's normal. ,  Everything's norrrmaaaal....","Calmly, Finn pinches him. Jake starts to melt., Voice getting lower"
15511,95,156,jake,"  Yeah, mans. Actual Jake.",
15513,95,158,jake,"  Ow, man, come on!",
15609,96,95,jake,"[' Lady! Oh, Lady!']",Happy
15611,97,0,jake,  ...I'M... PUPPIES!?,
15623,97,12,jake,"  No! Bunk that, I'm tired! C'mon, Finn!",
15644,97,33,jake,"  Of course, dude!",
15647,97,36,jake,  That's Chocoberry. Why are you guys spyin' on Chocoberry?,
15697,97,86,jake,  Yo wait! They threw a basketball at my head one time! Are you gonna let that slide?!,
15699,97,88,jake,  You sacks! I'll rip your cups!,
15702,97,91,jake,  Hmm.,
15740,97,129,jake,  Crazy lightbulb hardcore style!,
15744,97,133,jake,  Hop on!,
15747,97,136,jake,  No Lemongrab.,
15753,97,142,jake,  Just an empty room with a catcher's mitt!,
15782,98,2,jake, What'cha think?,
15784,98,4,jake," It's crazy far, man.",
15786,98,6,jake," Eh, go for it.",
15791,98,11,jake, Not really.,
15795,98,15,jake," What, like, no ladies?",
15797,98,17,jake," Yeah, two people is mad efficient.",
15800,98,20,jake, It's a beach brawl!,
15802,98,22,jake, That's not a barn. That's a dude!,
15821,98,41,jake, You don't want bionic legs. It ain't natchy.,
15823,98,43,jake, Let's discuss this later.,
15827,98,47,jake," Yeah way, we can't! He's the ultimate!",
15829,98,49,jake," Man, I already am a legend in other aspects of life. Third highest score in Kompy's Kastle, bro. ,  Third... in the Candy Kingdom.",holds up three fingers
15831,98,51,jake," Okay. How are we gonna beat him, then?",
15833,98,53,jake, He can't even walk.,
15835,98,55,jake," Yeah, I was just kiddin'. Let's destroy that guy! ",points to the Farm
15841,98,61,jake, Whoof. ,"follows Finn, coughs"
15844,98,64,jake, Let's see your Chokey Brokey Style!,
15846,98,66,jake, Nice one.,strangled
15848,98,68,jake, Now watch my... Something Style. ,closes his eyes and punches Finn
15853,98,73,jake, Huh? Whoo! Uh... yes.,
15855,98,75,jake," Look, I'm a full-grown dog of my own, and I need to play Kompy's Kastle every day so I can maintain my rank.",
15857,98,77,jake, I never really take anything seriously... 'cept Kompy's Kastle.,
15859,98,79,jake, KOMPYYYYY!,
15861,98,81,jake," I'm gonna break every bone in your body, then heal you later with that magical goo we got from the Cyclops' eye! ,  AAAH! ","grows huge fists, smashes Finn"
15863,98,83,jake,[' Apologize!'],"now giant-sized, picks up Finn"
15865,98,85,jake, I'm gonna turn up the juice!,
15867,98,87,jake, My little face!,gasps
15869,98,89,jake," Ouch! ,  Ow. ,  Oh! ,  Where are ya? Huh?","punches his head where Finn is, but Finn climbs onto his nose, punches his nose, but Finn jumps off, starts spanking himself"
15871,98,91,jake, Huh? ,sees Finn
15874,98,94,jake," Come out, you chicken nug! ",stretches into tree
15876,98,96,jake, Ow.,
15879,98,99,jake, Apologize to Kompy's Kastle!,
15882,98,102,jake," Ehh, gross!",
15885,98,105,jake,,groans
15887,98,107,jake, Ow! ,pushes Finn down and slaps his head
15889,98,109,jake," AAH! My eyes! ,  Cheap move, you butt rag!",wiping mud away
15893,98,113,jake, Oh!,
15895,98,115,jake," Bring it on, bro! ","growing his buttocks, squishes Finn underneath his buttocks"
15897,98,117,jake," OUCH! Ow! O-o-o-ow! No bities! ,  Grrrrr! ","stretches to normal size, barks"
15899,98,119,jake, I'm gonna knock down the Farm just so you'll never know the taste of downing the Farm!,
15906,98,126,jake, The only way you're gonna win is if you use your cheap moves.,
15908,98,128,jake," Hey. ,  Come on! You gotta fight the dude!",touching Finn's hair
15911,98,131,jake," Yeah, that's what you get.",
15928,98,148,jake," I do, because peeps need to respect themselves when they leave the house... even if it's just for ice cream, or TP, or whatev.",
15932,98,152,jake," What is going on here, Dream Warrior?",
15938,98,158,jake," Hey, did you dream about Dream Warrior?",
15940,98,160,jake," I don't know; I didn't get it. But listen, man. I'm sorry I got mad at you. Who cares about my high score at Kompy? It ain't important.",
15942,98,162,jake," Well, good thing we're rested, 'cause now we can beat this beast.",
15945,98,165,jake, Dudes came back to watch us fight!,
15947,98,167,jake," Uh, all we did was fight dirty with cheap—wait.",
15949,98,169,jake, Dream Warrior was telling us what cheap moves to use on the Farm! Headlights mean eyes!,
15951,98,171,jake, Give-up-on-life pants!,
15953,98,173,jake, Two golden apples!,
15955,98,175,jake," Well, sure. I can make a wild guess.",
15957,98,177,jake," Yeah, dude!",
15959,98,179,jake, Put your pants on.,whispering
15964,99,2,jake,  Ready?,
15966,99,4,jake,,"Sounds of concentration, Then farts, Seals Squeez-E-Mart bag like a balloon."
15972,99,10,jake,,"Gasps, Farts"
15975,99,13,jake,  Just go back to the Fire Kingdom and get 'em. Problem solved.,
15982,99,20,jake,  That ain't me.,
15990,99,28,jake,"  Flambo! ,  For a second, I thought the princess was farting.",Whispers to Finn
15994,99,32,jake,  ,"Stretches his left arm to hold onto something with Finn holding onto his back, sneaking pass the Flame Guards."
15998,99,36,jake,"["" They smell like an old lady's bathroom.""]","Sniffing the candles, Whispers"
16000,99,38,jake,"[' I said that as a compliment. Like, it reminds me of grandma. I love my grandma.']",Whispers in reply
16012,99,50,jake,  Whoa!,
16014,99,52,jake,  ,Sniffs
16016,99,54,jake,"[' Right, right.']",Drops the candle
16018,99,56,jake,  ,Opens the door
16021,99,59,jake,  ,Gasps
16045,99,83,jake,  Now what?,
16048,99,86,jake,  The kind we are looking for.,
16053,99,91,jake,"  Dude, the voice",
16055,99,93,jake,,"Opens the air vent, Uses his stretchy powers to get there and pulls Finn up., Then closes the air vent"
16059,99,97,jake,[' This way!'],Whispers
16061,99,99,jake,  ,Drags self
16064,99,102,jake,[' To the left'],Whispers
16066,99,104,jake,  ,Checking out
16069,99,107,jake,"["" I don't think it's them.""]",Whispers
16072,99,110,jake,[' Whooaaa.'],Falls
16074,99,112,jake,"["" I'm okay. I think I hear that hissing voice down this way!""]",Whispers in response
16076,99,114,jake,"  Whoops. Tell me next time, I can't think in the future.",
16078,99,116,jake,[' Vent ahead.'],"Whispers, And looks outside"
16082,99,120,jake,[' No untied shoe.'],Whispers
16084,99,122,jake,[' Vent'],whispers
16098,99,136,jake,"["" You baffoon! Where's your partner with the untied shoe?""]",Points right finger to Jalapeño pepper
16111,99,149,jake,[' Hmmmm.'],Looks at the snake
16113,99,151,jake,  Sufferin'...,
16115,99,153,jake,  ...succotash.,
16123,99,161,jake,  ,Picks up a table with food on it
16129,99,167,jake,"["" I have an idea. We'll go on stage, act like two conspirators, you will have one shoe untied, I'll talk with a hiss voice, we'll talk about how we want to kill the king, as we do these, we'll study the faces of the audience, a move of guilty reactions.""]",Makes a distance with Finn
16131,99,169,jake,"  Thanks! It's an original idea, by me.",
16135,99,173,jake,  Hey co-conspirator!,
16137,99,175,jake,  Shhhhhh sssssomebody might here our evil plot.,
16139,99,177,jake,"  Psst, the audience.",
16141,99,179,jake,  You think that's one of them.,
16143,99,181,jake,"  Water, man. Enough of it to put out the King's fire.",
16156,99,194,jake,"  Whoa, what!?",
16202,99,240,jake,,"Picks the scented candles and lights them with Flame Princess's hair, Then puts them on her bedside table"
16210,100,3,jake, I don't know... I'm getting bit up by something.,
16212,100,5,jake," I said it might be good. It's not, though.",
16214,100,7,jake, Wanna just go?,
16218,100,11,jake," Oh, whoa!",Turning around
16229,100,22,jake, Bleehhh! Aw! Ehhh!,Disgusted
16233,100,26,jake," Whoa, relax, buddy! You're talkin' to the right couple of guys.",
16236,100,29,jake," That's nice! Thanks, man.",
16239,100,32,jake, Hmm.,Sniffing
16241,100,34,jake," Yeah, but it's hard to make out. Could just be some footprints... or an old doodie.",
16243,100,36,jake," Yeah, that's a great idea, man. I was just gonna throw 'em all on the ground anyway. ,  Whomp. ,  Whomp. ,  Whomp. ,  Whomp. ,  This way. ,  The thing with frogs is they got a real subtle smell. Kinda like when you open up a new thing of, um... CDRs.","Drops a lollipop while walking, Drops another, Drop, Drop, Sniffs the air and points, The two climb a fallen log bridging a ravine"
16245,100,38,jake," Yeah... but subtler. ,  Mm-HMM! Just as I suspected.",They come across a large footprint
16249,100,42,jake," Oh, yeah.",
16251,100,44,jake," Word. ,  Wait, these prints are all messed up!",Sees footprints overlapping and facing different directions
16253,100,46,jake, We ran out of those a while ago.,Holds up empty bag
16255,100,48,jake," What? Nah, man! Frogs are mighty dumb, you know that. He's probably runnin' around like that 'cause he's lost! ,  Plus, we're not even lost. I just gotta stretch up past these trees and see where we're at. ,  Dang. It's all misty! It's kinda nice up here, though. ,  AAAAAAAAH! Man, forget that! I can't see anything through that mist. Plus, I got struck by lightning. We're just gonna have to set up camp and wait out the storm.","Laughs, Stretches head above canopy, Lightning strikes his head, screams as he stretches back down"
16257,100,50,jake," Yeah, me, too! ",Laughs
16259,100,52,jake, Do you remember how to make a fire with sticks?,
16261,100,54,jake," Oh, yeah.",
16263,100,56,jake," I don't think it's workin', man.",
16265,100,58,jake," That's not it. I think you're on to something, though.",
16267,100,60,jake,,Blows on a twig while twisting it
16269,100,62,jake," Come on, boys, come on!",Knocking two twigs together
16271,100,64,jake," You just gotta get some momentum going. ,  AAAAAAH! Glob-globbing stick! Glob-globbing swamp! ,  AAAAAAAAAAAAH! ,  Oh, hey, you got the fire goin'. Right on!","Rubbing his hands together while holding a stick, Pokes himself in the face with the stick; muffled, Streches up above trees and gets struck by lightning, Comes down with lit stick, drops stick onto pile of sticks, runs off screen while screaming, comes back"
16275,100,68,jake," I don't know, but let's pound him while he's vulnerable.",
16277,100,70,jake, Whoaa! ,"Pulls on ear and lifts and drops his jowls, Heads toward frog"
16281,100,74,jake," Ow, my head hurts.",
16283,100,76,jake," Oh, what?! ,  Yeah, , . Hey, whoa! That gives me a great idea. We can make a Finn and Jake out of sticks and stuff and lure the Mega Frog out here, then ba-donk him right while he's all confused!","Birds land on the wooden structure, laughs"
16285,100,78,jake, Fuh-fuh-fuh... fuh-fuh-fuh-fuh-fuh-fuh-fuh-fuh... ,"Looking at Mega Frog, continues"
16287,100,80,jake, FUH-FUH-FUH-FROOOOOOG!!,
16291,100,84,jake," Finn, that is gross, man! Don't use language like that.",
16293,100,86,jake, Chomp that!,As blow lands
16295,100,88,jake, Aaaah! He's eating me! Aah! Gently eating me! No teeth! Mostly tongue!,
16305,100,98,jake," Oof! Sick, dude! ,  Huh?","Pushes frog away from him, Sees Finn"
16331,101,18,jake," Hm-huh? Hmm? Oh, yeah... ,  thanks...","Snores, wakes up, hugs one in his bed"
16335,101,22,jake," Huh? ,  Hey! ,  Now shoo, ya little creeps! ,  Oh... this is unusual.","Penguins grab him, Jake grunts, Jake grows huge, knocking the penguins off of him, Penguins grow to the same size as Jake"
16338,101,25,jake, Eh... What's with these super penguins?,Struggling with a penguin
16340,101,27,jake," Well, where is he, then?",Getting slapped
16363,101,50,jake," Okay, I give up.",Being crushed
16366,101,53,jake, Nice ice!,Sees Demonic Wishing Eye
16369,101,56,jake," Well, that's great.",Sarcastically
16374,101,61,jake," I don't know—lemme see. ,  Whoop! ,  Dang!","Stretches his arm inside and upstairs and brings down a telescope, Looks into telescope"
16376,101,63,jake," Hold on. ,  Oh no! NO!",Looks in another direction
16378,101,65,jake," Hold on, man. Wait. Oh, Glob! This can't be happening!",Looks in another direction
16380,101,67,jake," Eh, it's over. We've been conquered.",
16382,101,69,jake, Everyone.,
16384,101,71,jake," No, dude! By Gunther.",
16386,101,73,jake," Whoa, okay. ","Finn jumps on him, Jake grows big, Starts running toward the Candy Kingdom"
16392,101,79,jake, That's not gonna work.,
16401,101,88,jake, You're not gonna tell her the plan?,
16403,101,90,jake, What? I thought you weren't into Bubblegum anymore.,
16405,101,92,jake, OH MY GOSH! Where is this coming from?!,
16407,101,94,jake," Jay T. Dogg—awww, dude! Don't read that book! It's gonna mess up your brain. I keep that book around for laughs. It's all really bad advice.",
16409,101,96,jake," No, well... you can still be mysterious—that's fine.",
16411,101,98,jake, Never mind—I didn't say nothin'.,Arriving at the Candy Kingdom
16418,101,105,jake," Uhhh... ,  Oh snap, look out!",Snaps
16430,101,117,jake," Breaking news: that mystery plan of yours is a smash hit. ,  Because the—of the glass... I guess all they care about is bottles, huh.",Laughs stupidly
16442,101,129,jake," So, we make them new bottles. Then the Gunthers break the bottles, and then we pick up the glass and make new bottles again?",
16448,101,135,jake, I like it. I got a rhythm goin'! ,Says 'tink' as he reassembles each piece of a bottle
16466,101,153,jake," Uh, dude? Where have you been?",
16480,102,13,jake,"  Bad biscuits make the baker broke, bro.",
16482,102,15,jake,  Dinner roll!,
16497,102,30,jake,  Oh... You got 'im.,
16500,102,33,jake,[' Your constant harassment of the female gender makes me sick.'],Talking like Batman
16556,102,89,jake,  What is goin' on in there?!,
16573,103,15,jake,"  You alright, buddy? Another nightmare?",
16575,103,17,jake,"  Whoa, the Cosmic Owl? What if that was a premonition dream, Finn?",
16577,103,19,jake,  Could be... We better go tell Billy about it just in case. He'll know what to do.,
16579,103,21,jake,"  I dreamed I was in kindergarten again, but I had really big feet and was also the teacher.",
16581,103,23,jake,  Come on! We better hurry!,
16584,103,26,jake,  BILLY!!! WAKE UP!!!!,
16587,103,29,jake,  We came to see if you were dead!,
16603,103,45,jake,[' Cool!'],Squinty-eyed
16609,103,51,jake,  You sure that's a gem?,
16614,103,56,jake,  Gross....,
16618,103,60,jake,"  Man, we got so many gems, it's crazy! Hey Billy, how many gems we still need to get? Two? One?",
16621,103,63,jake,  Wait... Two? Or One?,
16623,103,65,jake,  Hmm...,
16634,103,76,jake,[' Ooooooohhhhhhh!'],The gems shake inside his bag
16639,103,81,jake,  Cool!,
16645,103,87,jake,  Enhance!,
16647,103,89,jake,  Whoa... Mmmmmmmmmmmmmm...MAKE IT STOP!,
16653,103,95,jake,  Let's go get that gem!,
16712,104,3,jake,"  Oh, yeah.",
16715,104,6,jake,  What?! What happened?!,
16717,104,8,jake,"  Hey, hey! Easy, buddy! That's our friend Billy! He got possessed by the Lich! ",Finn looks very sad and Jake puts an arm around him
16726,104,17,jake,"  Whoa, wait a minute. How can that be if I'm still here kickin' it with my main man, Finn?",
16729,104,20,jake,  I wish that life wasn't anymore extinc—,
16731,104,22,jake,  Oh yeah. Jazz.,
16733,104,24,jake,  Hmmmm.,
16857,105,13,jake,"  Finn? Finn?! Hey guy, where's my buddy?",
16861,105,17,jake,"  Whoa. Alternate-wish-world-Finn is mad uglies! ,  Hey, I'm mad uglies too!",Shift to Bartram
16863,105,19,jake,  Everything looks nuts!,
16865,105,21,jake,[' What?!'],Excitedly
16867,105,23,jake,  I wish for- a sandwich!,
16869,105,25,jake,"  Nah, sandwich is good, ,  maybe about... this big.... or this big. On ciabatta bread maybe... mmm I don't know, whatever you have is your choice.",Demonstrates the size with this hands.
16871,105,27,jake,  ,Silent
16873,105,29,jake,  Oooh...,
16889,105,45,jake," Mmm, yeah, ah well, it's Finn's wish. Let's just see how it plays out. I got confidence in my boy! ,  Besides, I'll hang onto my wish in case i need it. ,  Awww!","Holding a sandwich and chewing a bit of it in his mouth., Shifts backside into a chair structure and sits., Takes a bite of the sandwich and the pickle falls out onto the floor."
16891,105,47,jake,  I love you Prismo.,
16893,105,49,jake," I'm serious man, you're like a strong number three on my 'Cool Guys List.' Ah man, my dad use to make pickles , , it's all he use to talk about, he'd obsess about them all the time, when I'd come in from playing he'd be like: ""Here, Jake, try these!"" ,  And they'd be pretty crunchy... actually you'd think they'd be soft but they weren't. I'd be like: ""Wow dad! You'd made these pretty good!"" ,  Yeah, that was dad.","Shifts back to normal to grab jar., Opens jar and takes one out, Bits pickle, continues with his mouth full., Stuffs last bit of pickle in mouth."
16917,105,73,jake,"["" Mm-mm, man your view of relationships is very bleak, don't you get lonely?""]","Eating sandwich, talking with full mouth."
16928,105,84,jake,  ,Now conscious and ferociously biting Finn's metal arm.
16931,105,87,jake,"  Three, two, one... go!",
16933,105,89,jake,"  We're three nice dudes, havin' fun! We got warm bubble water, on our buns! I love this spa, and that's a fact! But if I stay too long, I get a pruny back! ",Begins beat boxing as well.
16938,105,94,jake,"  Hey man, I'm right here! That's not me man!",
16941,105,97,jake,  Finn! I'm in the spa bath! Oh man!,
16943,105,99,jake,[' Make Finn okay! I wish for a safe Finn! '],"Panics and inflates his head, cite"
16945,105,101,jake,[' What?'],Shrinks back to normal
16949,105,105,jake,  ,Looks shocked.
16951,105,107,jake,  ,Vomits.
16953,105,109,jake,"["" I'm sorry, that's a lot of pressure man...""]",Exits the tub.
16955,105,111,jake,"[' Oh, okay. Ooo, think... think!']",Eats egg and picks himself up.
16957,105,113,jake,  ,Stares at Prismo with surprise.
