nombre,ironhacker,artista,id_lista,nombre_lista,letra
Veleros,edurriva,['Dorian'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verso 1: Rick Arrow]
Las noches a tu lado juntos frente al mar
Son como las olas en tu cuello respirando
De ti, de ti
Llevarte aquí en mi piel y no poder borrarte
Quisiera con mi boca poder recordarte

[Pre-Coro: Rick Arrow]
Y te di, te di
Mil razones para amar
Y te di, te di
Mil razones para amarte
Mil razones para amarte
Mil razones para amar

[Verso 2: Rick Arrow]
Busco mi felicidad
Por tinieblas y altamar
Y te encontré
Zarpa comigo a la bahía
De tu dulce piel

Contigo vi la luna de otro color
Contigo vivo todo pero mejor

[Pre-Coro: Rick Arrow]
Y te di, te di
Mil razones para amar
Y te di, te di
Mil razones para amarte
Mil razones para amarte
Mil razones para amar
[Coro: Rick Arrow]
Ahora lo sé, y serás tú
Debo admitir que no duele
Me voy con tu corazón
En mi velero de papel

[Pre-Coro: Rick Arrow]
Y te di, te di
Mil razones para amar
Y te di, te di
Mil razones para amarte

[Coro: Rick Arrow]
Ahora lo sé, y serás tú
(Mil razones para amarte)
Debo admitir que no duele
Me voy con tu corazón
(Mil razones para amar)
En mi velero de papel

[Post-Coro: Rick Arrow]
De papel
De papel

[Outro: Rick Arrow]
Contigo vi la luna de otro color
Contigo vivo todo pero mejor"
La Travesia,perinat,['Juan Luis Guerra 4.40'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Como tú vida mía
Yo no encuentro en la tierra otra mujer
La he buscado en Namibia, en los Alpes
Y en los Champs-Elysées

He cruzado los mares
Y de paso subí en la torre Eiffel
Caminé por Manhattan
Y llegué al Empire State

Como tú no hay en ésta vida
(Como tú no hay ninguna)
Como tú no hay quien me comprenda
(Como tú me comprendes)
Como tú no hay quien me acaricie
(Como tú me acaricias)
Ni en la China ni en la Siberia
(Como tú no hay ninguna)
Vana mi travesía (oh, no)
Al buscar otro amor igual que tú (yeh, yeh)
No lo hallé en Barcelona, (oh, no)
En Los Angeles ni en Kuala Lumpur (yeh, yeh)

Recorrí Bariloche (oh, no)
Y no pude encontrarlo en el Big Ben (yeh, yeh)
Y de paso por Tokyo
Yo viajé en el Shinkansen
Como tú no hay en ésta vida
(Como tú no hay ninguna)
Como tú no hay quien me comprenda
(Como tú me comprendes)
Como tú no hay quien me acaricie
(Como tú me acaricias)
Ni en la China ni en la Siberia
(Como tú no hay ninguna)

Es que un amor como el tuyo
Es para siempre
Vuela sobre manantiales
Y continentes (te digo yo que sí)

Riza las nubes del cielo
Besa las olas del alba
Gime con la madrugada
Ama sin pedirme nada...

...Que tú me gustas
(Como tú no hay ninguna)
Como tú no hay quien me comprenda
(Como tú me comprendes)
Como tú no hay quien me acaricie
(Como tú me acaricias)
Ni en la China ni en la Siberia
(Como tú, nadie como tú, como tú)
(Como tú, como tú, como tú)

Como tú no hay en ésta vida
(Como tú no hay ninguna)
Pero que como tú no hay quien me comprenda
(Como tú me comprendes)
Y como tú no hay quien me acaricie
(Como tú me acaricias)
Ni en la China ni en la Siberia
(Como tú)

Como tú no hay en ésta vida
Como tú no hay quien me comprenda
(Como tú me comprendes)
Y como tú no hay quien me acaricie (ye, yé, ye, yé)
(Como tú me acaricias)
Ni en la China ni en la Siberia
(Como tú, nadie como tú, como tú)

(Como tú, como tú, nadie como tú, como tú)

Como tú no hay quien me comprenda
(Como tú me comprendes)
Y como tú no hay quien me acaricie
(Como tú me acaricias)
Como tú no hay en ésta vida
(Como tú, nadie como tú, como tú)"
Segundo movimiento: Mierda de filosofía,perinat,['Robe'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Segundo movimiento: Mierda de filosofía""]

Mierda de filosofía
Me iría, me ahoga
Dime si tú te vendrías
Y el día y la hora

Buscando la manera de hacer revoluciones
Pasé la vida entera tocando los cojones
Tener un ideario y perder las convicciones
Volver a lo primario

Que yo solo quiero hacerte bailar
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una loca

No quiero asomarme al fondo del abismo
Que tengo que acercarme y pierdo el equilibrio
Que no quiero asomarme ni al fondo de mí mismo
Que pierdo el equilibrio

Y yo solo quiero hacerte bailar
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una puta loca

Mierda de filosofía
Me iría, me ahoga
Dime si tú te vendrías
Y el día y la hora

No quiero asomarme al fondo del abismo
Que tengo que acercarme y pierdo el equilibrio
Que no quiero asomarme ni al fondo de mí mismo
Que pierdo el equilibrio

Y yo solo quiero hacerte bailar
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una puta loca
Bailar, bailar, bailar como una puta loca"
Diez Lúnulas,perinat,['Club del Río'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,
Sunshine Reggae,baccandres,['Laid Back'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Gimme gimme, gimme just a little smile
That's all I ask of you
Gimme gimme, gimme just a little smile
We got a message for you

[Chorus]
Sunshine, sunshine reggae
Don't worry, don't hurry, take it easy
Sunshine, sunshine reggae
Let the good vibes get a lot stronger

[Verse 2]
Gimme gimme, gimme just a little smile
That's all I ask of you - is that too much?
Gimme gimme, gimme just a little smile
We got a message for you - join the

[Chorus]
Sunshine, sunshine reggae
Let the good vibes get a lot stronger
Sunshine, sunshine reggae
Don't worry, don't hurry, take it easy
Sunshine, sunshine reggae

[Outro]
Let the good vibes get a lot stronger, get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger
Let the good vibes get a lot stronger"
School,perinat,['Supertramp'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse]
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck

[Chorus]
No recess
No recess
No recess

[Verse]
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck
Won't you believe it? It's just my luck

[Chorus]
No recess
No recess
No recess

[Guitar Solo]

[Bridge]
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
You're in high school again
[Chorus]
No recess
No recess
No recess
No recess
No recess
No recess
No recess"
Otra Forma,Rober,"['JM', 'Neska', 'GiGi']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Otra Forma""]

[Intro: JM]
Yeah-yeah-yeah

[Puente: Neska & JM]
Y ya no quiero saber na'
Estoy dando otra vuelta a la rotonda
Con este ciego no puedo ni razonar
Esos chavales lo vieron to' de otra forma
Y nunca se conformaron con la cruda realidad
Na', estoy dando otra vuelta a la rotonda
Con este ciego no puedo ni razonar
Esos chavales lo vieron to' de otra forma
Y nunca se conformaron con la—, eh

[Verso 1: JM]
Mi cora en remojo a ver si así se disuelve
Dijo que volvería, pero todavía no vuelve
Mañana muero y hoy en mi cuarto de ciego
Soy 24 de еnero y de amor pal' que lo dеvuelve
Lucho por los míos, voy a pico y pala
Si estás aquí conmigo finiquito el drama
Vinito y cala, la buena vie si no le das se apaga
Me voy de viaje con mi hermano, sayonara
Diles que me marché si luego me reclaman
Y a esa niña mimada que no me vuelva a llamar
Salgo de queli con ganas, escucho a Claudio Montana
Me abrocho las zapas planas y voy directo a grabar, eh
Tiro del rollo hasta que el hilo no de más
Yo me bajo al foreman, a ver al Juan de madrugada
En la oscuridad como tu zeta tatuada
Un ángel en mi quel', y una madam en mi cama

[Verso 2: GiGi & Neska, JM]
And it could be alright
If we were inside by side
But it could be alright
Being always by your side
And just remember it was nice
When we didn't sleep that much
Don't wait for me the night
I won't able to survive
And if we go all night
Tú ya sabes lo que hay
Por mucho que me duela a mí
Just keep yourself out of my mind
Yo solo quiero ser feliz
Quiero vivir sintiendo vibs
Sabiendo lo que criticáis
Porque no aplicáis [?]
Aun así, sigo con mi vida, ç'est la vie
Ni la vida es tan bonita, ni la patrocina Netflix
No te prometo la luna, ni viajar a Medellín
Que en teoría era pa' mi, pero hay un matiz en la praxis
¿Y ahora que? Hacer como que todo va bien
Y lo tendría que saber, siempre me llevo la culpa
Tantos putos sueños en el barco de papel
Y justo cuando va a llover me dedicas otro ""hasta nunca""
Hasta siempre, es el cuento de siempre
Sinfín de cosas, mariposas en el vientre
Metas premeditadas, desviadas en un plan B
Como la vida contigo de la que me olvido el finde
Quiero una vieja amiga con la que pueda abrirme
Rebobinar la vida que tendríamos con 20
Entrar en fase rem con la mente al desvanecerse
Sudar de los problemas con mi música en ambiente
De nuevo septiembre bajo al Renfe de cara en la ventana la city, rollo peli, me enamora
Seremos los de siempre la cuna a las canas
De litros entre semana y mis pena'

[Estribillo: JM & Gigi]
Con la pena almacenada, en el recuerdo 'e la nube'
Estoy chupando tus litros y ni siquiera me sube
Esa niña me da más vueltas que la apuesta en la rule'
Esta noche te echo de menos ya veremos el lunes
Con la pena almacenada, en el recuerdo 'e la nube'
Estoy chupando tus litros y ni siquiera me sube
Esa niña me da más vueltas que la apuesta en la rule'
Esta noche te echo de menos, ya veremos el lunes

[Verso 4: Neska & JM, Ambos]
De la cama al cine o del cielo a tus pies
De dramas a tus ingles pa' reiniciar la partida
Sé que pa' tus amigas no soy un chico de diez
Pero te subo a la luna si el mundo se te cae encima
Dice que cree en el amor a primera vista
Muy fácil de decir con la vista desde el hotel
Esa embustera tiene claro lo que busca
Le gusta más la pasta que el trasfondo de su cónyuge
¿Echar a correr o malgastar mi última bala?
Ella se fue cuando más la necesitaba
Ya nada me hace sentir independencia emocional
La paloma de libertad ya no está libre sin sus alas

[Refrán: GiGi]
He de aceptar que esto es el fin
Even if we just feel the same
Volver a verte por la street
Puede matar o hacer feliz
Hazlo por lo poco que queda en mí
Dice que de nosotros te olvidas
Que un día se comió a Madrid, para salir de la ciudad

[Estribillo: JM, Neska & GiGi]
Con la pena almacenada, en el recuerdo 'e la nube'
Estoy chupando tus litros y ni siquiera me sube
Esa niña me da más vueltas que la apuesta en la rule'
Esta noche te echo de menos ya veremos el lunes
Con la pena almacenada, en el recuerdo 'e la nube'
Estoy chupando tus litros y ni siquiera me sube
Esa niña me da más vueltas que la apuesta en la rule'
Esta noche te echo de menos ya veremos el lunes"
Shake It,Rober,['INNDRIVE'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
The Shot
Yeah, come on
(Shake, shake)

[Verse 1]
I'll take you home if you don't leave me at the front door (Leave me at the front door)
Your body's cold, but girl, we're getting so warm
And I was thinking of ways that I could get inside (Get inside)

[Pre-Chorus]
Tonight, you're falling in love (Let me go now)
This feeling's tearing me up (Here we go now)

[Chorus]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
C'mon, shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it

[Verse 2]
Your lips tremble, but your eyes are in a straight stare (Eyes are in a straight stare)
We're on the bed, but your clothes are laying right there
And I was thinking of places that I could hide (I could hide)

[Pre-Chorus]
Tonight you're falling in love (Let me go now)
This feeling's tearing me up (Here we go now)

[Chorus]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
C'mon, shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it

[Bridge]
I saw you dancing and I couldn't get you off my mind
And I could tell that you could tell that I was taking my time
But I was thinking of ways to get you staying the night
Your body's shaking, tell me off so I can turn off the lights

[Chorus]
Now if she does it like this, will you do it like that?
Now if she touches like this, will you touch her right back?
Now if she moves like this, will you move her like that?
C'mon, shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake that
Shake shake, shake shake, a-shake it

[Outro]
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake it
Shake shake, shake shake, a-shake it"
Salió El Sol,Rober,['Don Omar'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Salió El Sol""]

[Intro]
Platinium Studio
Respect
¡Don, Don, Don, Don, Don!

[Coro]
Salió el sol (Don, Don!)
Cuerpo bronceado y sus amigas buscaban acción (All the sexy—)
La canción (All my sexy ladies!)
Que causa en ellas y sus cuerpos esa sensación (More reggaeton!)
Reggaeton
Piden reggaeton
Del de Don
(Pon de river, pon de river, pon de river)
Sientan la presión (Pon de bank, pon de bank, pon de bank)
(Pon de bank, pon de bank)

[Verso 1]
Y la baila hasta sola
Cómo grande mueve la cola
La ve en pique y la vuela con rola
Dale sin miedo, rompe la consola
La pistola chambonea
Ella lo vuelve loco cómo se menea
Bailando es pura candela
Lo vuelve loco cuando se acelera, y pela
[Pre-Coro]
Y yo quiero saber cómo es que baila la Julieta
(Y yo quiero saber cómo es que baila la Julieta)
Julieta baila sexy con la mano en la cabeza (My sexy Julieta)
(Julieta baila sexy con la mano en la cabeza)

[Coro]
Salió el sol (Don, Don!)
Cuerpo bronceado y sus amigas buscaban acción (Aquella canción)
La canción
Que causa en ellas y sus cuerpos esa sensación
Reggaeton
Piden reggaeton
Del de Don
(Pon de river, pon de river, pon de river)
Sientan la presión (Pon de bank, pon de bank, pon de bank)
(Pon de bank, pon de bank)

[Verso 2]
Va en su viaje (Déjala)
No amarra fuego (Pélala)
Se soltó el pelo (Mándala)
Se rompió el traje (Contrólala)
Lo de ella es playa y arena (Yes!)
Se excita cuando el sol la quema
Quiere reggaeton, discoteca pa' la nena (More fire!)
Se le mete en las venas cuando el negro suena
[Pre-Coro]
Y yo quiero saber cómo es que baila la Julieta
(Y yo quiero saber cómo es que baila la Julieta)
Julieta baila sexy con la mano en la cabeza
(Julieta baila sexy con la mano en la cabeza)

[Coro]
Salió el sol (¡Salió el sol!)
Cuerpo bronceado y sus amigas buscaban acción (All my sexy—)
La canción
Que causa en ellas y sus cuerpos esa sensación (More reggaeton!)
Reggaeton
Piden reggaeton
Del de Don
(Pon de river, pon de river, pon de river)
Sientan la presión (Pon de bank, pon de bank, pon de bank)
(Pon de bank, pon de bank)

[Interludio]
Respect to all the Jamaica crew
Señores, han sido testigos de cómo la evolución
Los ha hecho víctimas de la misma
Platinum Studio
Julian
Y Don, Uoh-on
Don, uon
Don, uon
Ja, tú sabes
King of Kings!
[Coro]
Salió el sol
Cuerpo bronceado y sus amigas buscaban acción
La canción (Don't even think about it, papi)
Que causa en ellas y sus cuerpos esa sensación
(You'll never be like this, never!)
Reggaeton (More fire! More fire! More fire!)
Piden reggaeton (More fire! More fire! More fire! More fire!)
Del de Don (More fire!)
(Pon de river, pon de river, pon de river)
Sientan la presión (Pon de bank, pon de bank, pon de bank)
(Pon de bank, pon de bank)

[Puente]
Whine it
Whine it, whine it
(Salió el sol)
Whine it, whine it
Whine it, whine it
(Pon de river)
Whine it, whine it
(Pon de river)
Whine it, whine it
(Pon de bank)
Whine it, whine it
(Pon de bank)
Whine it, whine it
Salió el sol (Pon de river, pon de river)
Salió el sol (Pon de bank, pon de bank)
Salió el sol (Pon de river, pon de river)
Salió el sol (Pon de bank, pon de bank)

[Outro]
El numero uno, papi
No hay discusión
Nosotros no fallamos
King of Kings!"
Trozos de Mi,Rober,"['Sharif', 'Gordo del Funk', 'Accion Sanchez']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Trozos de Mí""]

[Verso 1]
De rodillas regreso a la orilla del folio pa' que arda mi última nave
Con solo un puñao' de palabras cansadas
Que viven soñando ser aves
Nunca he podido seguir el camino gastado que todos se saben
Ni quedarme debajo del agua esperando que el aire se acabe
Yo soy de hacerlo bonito, puro y maldito
En este circo saltando sin red
Mientras cabalga mi lengua en tu espalda
Y la luz del alba nos sirve de juez
Toda la vida buscando un poquito de fе
Llevando un canuto en la palma
Pa' ver si sе calma la sed de mi alma de una puta vez y...
No estoy en la cima, estoy en la plaza quemando la piedra
Pensando una rima, que ayude a la raza a salir de la quiebra
Mirando el ocaso, lejos del parnaso
En mi mano creciendo la hiedra
Alzando mi voz y mi vaso
Porque aquí el fracaso también se celebra

[Pre-Coro]
Ya no me quedan abrazos
Si ha estallao' ya todo en pedazos
Por aquí... (Por aquí, por aquí...)
Solo hay trozos de mí... (De mí, de mí...)
[Coro]
Y ahora busco un veneno eficaz
Vivo persiguiendo una estrella fugaz
En este mundo voraz... (Voraz, voraz...)
Todos llevan un disfraz... (Disfraz, disfraz...)

[Verso 2]
Escribo este verso a deshoras, con sobras de mi libertad
Un verso color de amapolas que camina a solas por esta ciudad
Anda buscando tu boca, tu boca que pa' mí es el mar
Mientras fugaces las horas voraces devoran las sobras de la felicidad
Y guardo un conjuro que nadie sabe
Nada es tan puro, nada es tan grave
Si no hay futuro; quema la llave
Fóllame duro y mátame suave
(Fóllame duro y mátame suave, fóllame duro y mátame suave)
Y luego si acaso salimos ilesos me tiras un beso pa' ver cómo sabe
Y ahora solo voy donde me lleve el viento
Donde aún se pueda escuchar mi voz
Yo que nunca tuve religión ni templo
Ni la fortuna de creer en un dios
Yo solo deshojo las flores de mi juventud
Y busco mi luz y cargo mi cruz
Mientras me pierdo entre la multitud
(Y ahora...)
[Pre-Coro]
Ya no me quedan abrazos
Si ha estallao' ya todo en pedazos
Por aquí... (Por aquí, por aquí...)
Solo hay trozos de mí... (De mí, de mí...)

[Coro]
Y ahora busco un veneno eficaz
Vivo persiguiendo una estrella fugaz
En este mundo voraz... (Voraz, voraz...)
Todos llevan un disfraz... (Disfraz, disfraz...)

[Outro]
Y ahora busco un veneno eficaz
Vivo persiguiendo una estrella fugaz
En este mundo voraz... (Voraz, voraz...)
Todos llevan un disfraz"
Molinos De Viento,valledelkas018,['Mägo de Oz'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Molinos de Viento""]

[Verso 1]
Si acaso tú no ves
Más allá de tu nariz
No oyes a una flor reír

Si no puedes hablar
Sin tener que oír tu voz
Utilizando el corazón

Amigo Sancho, escúchame
No todo tiene aquí un porqué
Un camino lo hacen los pies

Hay un mundo por descubrir
Y una vida que arrancar
De brazos del guión final

[Puente]
A veces siento al despertar
Que el sueño es la realidad

[Coro]
Bebe, danza, sueña
Siente que el viento
Ha sido hecho para ti
Vive, escucha y habla
Usando para ello el corazón
Siente que la lluvia besa tu cara
Cuando haces el amor
Grita con el alma, grita tan alto
Que de tu vida tú seas amigo
El único actor

[Verso 2]
Si acaso tu opinión
Cabe en un sí o un no
Y no sabes rectificar

Si puedes definir
El odio o el amor
Amigo que desilusión

No todo es blanco o negro: es gris
Todo depende del matiz
Busca y aprende a distinguir

La luna puede calentar
Y el sol tus noches acunar
Los árboles mueren de pie

[Puente]
He visto un manantial llorar
Al ver sus aguas ir al mar
[Coro]
Bebe, danza, sueña
Siente que el viento
Ha sido hecho para ti
Vive, escucha y habla
Usando para ello el corazón

Siente que la lluvia besa tu cara
Cuando haces el amor
Grita con el alma, grita tan alto...

Bebe, danza, sueña
Siente que el viento
Ha sido hecho para ti
Vive, escucha y habla
Usando para ello el corazón

Siente que la lluvia besa tu cara
Cuando haces el amor
Grita con el alma, grita tan alto
Que de tu vida tú seas amigo
El único actor"
Bella come Roma,baccandres,['Viito'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Testo di ""Sei bella come Roma""]

[Ritornello]
Sta piovendo da mezz'ora
Tu bella come Roma
Giri sempre con la tuta
Dici: ""Tra noi due non funziona""
Mezza pariolina mezza bora
Se poi facciamo un giro in zona
Dal primo giorno che ti ho vista
Stavi in quell'angolo da sola

[Strofa 1]
Quando sali sopra di me e tocchi quei tasti
Bacio i tuoi lividi mai divisi siamo indivisibili
Ho scritto il tuo nome sopra un taxi
Ti ho fatto uno striscione, ti ho detto: ""Ti amo"" sottovoce
Questo inverno lo passi a Cortina con i tuoi
Io che penso a giornate passate da Toys
Correre per prendere il prossimo Atac
Ti ho abbracciata ma no non ti sei calmata
Anche se la luna fuori ci fa un sorriso
Tu resti spensierata per ogni cosa che dico
Sei come la spesa per riempire il frigo
Sei bellissima con quelle guance color vino

[Ritornello]
Sta piovendo da mezz'ora
Tu bella come Roma
Giri sempre con la tuta
Dici tra noi due non funziona
Mezza pariolina mezza bora
Se vuoi facciamo un giro in zona
Dal primo giorno che ti ho vista
Stavi in quel angolo da sola

Sta piovendo da mezz'ora
Tu bella come Roma
Giri sempre con la tuta
Tra noi due non funziona
Mezza pariolina mezza bora
Se vuoi facciamo un giro in zona
Dal primo giorno che ti ho vista
Stavi in quel angolo da sola

[Strofa 2]
Ti sento un po' distante
Ci siamo persi in quel istante
Usiamo parole sbagliate
Fingiamo litigi dietro a scopate
Dici che dovrei cambiare
Dici che non ti dovrei insultare
Ora ho un nuovo tipo da baciare
Mi ricordo le nostre passeggiate
Ora le foglie cadono giù
E un'altra notte resti da sola
Come no non ci parli piú
Mi pensi stringi le lenzuola

[Ritornello]
Sta piovendo da mezz'ora
Tu bella come Roma
Giri sempre con la tuta
Dici tra noi due non funziona
Mezza pariolina mezza bora
Se poi facciamo un giro in zona
Dal primo giorno che ti ho vista
Stavi in quel angolo da sola

Sta piovendo da mezz'ora
Tu bella come Roma
Giri sempre con la tuta
Tra noi due non funziona
Mezza pariolina mezza bora
Se poi facciamo un giro in zona
Dal primo giorno che ti ho vista
Stavi in quel angolo da sola

[Outro]
Bella come Roma
Stavi in quel angolo da sola
Mezza pariolina mezza bora
Stavi in quel angolo da sola
Bella come Roma
Stavi in quel angolo da sola
Mezza pariolina mezza bora
Stavi in quel angolo da sola"
Voce me Apareceu,baccandres,['Kaleidoscopio'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Letra de ""Você Me Apareceu"" com Kaledoscópio

Você me apareceu
Você me apareceu
Você me apareceu
Você me apareceu

Você me apareceu
Fez o tudo virar nada
E vice-versa
Fui submersa
A azeitona na empada que era eu
Você é dona do caroço
Da azeitona da empada que comeu

Você me apareceu
Fez o nada virar tudo
Me deixou mudo
De tão tamanha
'cê me acanha
Minha estranha
É o prazer de que sempre padeço
É do fim como esse reconheço
Que o avesso sempre esteve aqui

Minha estranha
É o engano de minha certeza
É o insano que há na beleza
A tristeza que me faz sorrir

Você me apareceu
Fez o tudo virar nada
E vice-versa
Fui submersa
A azeitona na empada que era eu
Você é dona do caroço
Da azeitona da empada que comeu

Você me apareceu
Fez o nada virar tudo
Me deixou mudo
De tão tamanha
'cê me acanha
Minha estranha
É o prazer de que sempre padeço
É do fim como esse recomeço
Que o avesso sempre esteve aqui

Minha estranha
É o engano de minha certeza
É o insano que há na beleza
A tristeza que me faz sorrir

Você me apareceu
Você me apareceu
Você me apareceu
Você me apareceu…"
Parque Acuático,baccandres,['El Kuelgue'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Parque Acuático""]

[Verso 1]
Tengo un puestito a cinco lucas
Y la panza de mi vieja es el único lugar al que quiero volver
Y si querés venís conmigo, que te hago un lugarcito
Y nos tomamo' unos vinito'
O pateamos unos penales, o escuchamos a Páez
Y nacemos de nuevo, como gemelos erráticos
Vamo' a construir un parque acuático
Qué buena pinta
Seres del tiempo, vuelvo enseguida
Y cuando digo en su vida me refiero a un rato
Un par de años en silencio, manso potro
Tenía dos perros y uno se comió al otro
No me confunda con el momia dominguero
Venía despacito porque estaba disfrutando del paseo
Propone un asadito y nos da de comer Paty
Terrible marginal, se saca fotos con los rati

[Estribillo]
Tener cintura, la de Orteguita
La dignidad un cacho te la quita
Montaña rusa, otra vuelta
¿Te das cuenta? volvimos a vivir en los noventa

[Solo Vocal]

[Verso 2]
Terrible borrachín se chamullaba hasta a su prima
Y al final de la noche está mas duro que vivir en la Argentina
Me idealicé encima
Mirá, se roba solo, haga patria y sintonía fina
Siempre que me fijo son las diez y veintidós
Lo otro que me gusta es caminar con vos
Y una entrañita
Viento de frente pluscuamperfecte
Llega la noche y me pongo pillo
Y un movicom haciendo ruido en mi bolsillo
Por si las moscas troto
Qué buena pinta

[Estribillo]
Tener cintura, la de Orteguita
La dignidad un cacho te la da y otro te la quita
Y nacemos de nuevo, como gemelos
Vamo a construir un parque acuá-qüi-qüieuo

[Puente]
Pam, para-pam, para-pam, pa-pam
Pararam
Me cuesta todo cinco lucas, ¿no ves?
Es el único lugar al que quiero volver
Y si querés vení conmigo que te hago un lugarcito
Y nacemos de nuevo, como gemelos

[Estribillo]
Y la cintura, la de Orteguita
La dignidad un cacho te la da y otro te la quita
Y nacemos de nuevo
Vamo' a hacer un parque acuá-cua

[Outro Vocal]"
